sothutu,name,brand,pricenew,sale,priceold,volume
967,[HSD 02/2025] Nước Hoa Nữ De Memoria EDP #07 Hoian,Eau De Parfum,1595000,0%,1595000,150ml
968,Nước Hoa Nữ Marc Jacobs Perfect EDP,Perfect Eau De Parfum,12945000,37%,20550000,500ml
969,Nước Hoa Nữ Chloé L'Eau Eau De Toilette,L'Eau Eau De Toilette,14175000,31%,20650000,500ml
970,Nước Hoa Nữ Chloé Nomade EDP,Eau De Parfum,14660000,32%,21450000,375ml
971,Nước Hoa Nam Lacoste Match Point EDT,Match Point Eau de Toilette,8940000,40%,14850000,500ml
972,Nước Hoa Nữ Signorina Misteriosa,Signorina Misteriosa Eau de Parfum,9100000,22%,11650000,500ml
973,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,220000,44%,395000,175ml
974,[HSD 03/2025] Nước Hoa Nữ Chloé L'Eau Eau De Toilette,L'Eau Eau De Toilette,11340000,45%,20650000,500ml
975,Nước Hoa Nam Versace Man Eau Fraiche EDT,Eau Fraiche Eau De Toilette,9310000,19%,11495000,500ml
976,Nước Hoa Nữ Moschino Toy 2 EDP,Toy 2 Eau De Parfum,7700000,37%,12210000,500ml
977,Nước Hoa Nữ Burberry Her EDP,Her Eau De Parfum,14835000,41%,24950000,500ml
978,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Care Free,,220000,44%,395000,175ml
979,Nước Hoa Nữ Versace Yellow Diamond EDT,Yellow Diamond Eau De Toilette Natural Spray,9945000,26%,13530000,450ml
980,Nước Hoa Nam Versace Pour Homme Eau De Toilette,Pour Homme Eau De Toilette,7720000,35%,11880000,500ml
981,[HSD 02/2025] Nước Hoa Nữ Laura Anne Dynamic For Her (Xanh),Eau de Parfum,945000,37%,1495000,250ml
982,[HSD 07/2024] Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,220000,44%,395000,175ml
983,[HSD 02/2025] Nước Hoa Nam Nữ De Memoria EDP #09 Lampang,Eau De Parfum,1665000,0%,1665000,150ml
984,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,220000,44%,395000,175ml
985,Nước Hoa Nữ Marc Jacobs Daisy Intense EDP,Daisy Intense Eau De Parfum,6320000,45%,11450000,150ml
986,Nước Hoa Nam Calvin Klein Euphoria For Men EDT,Euphoria For Men Eau de Toilette,8385000,40%,13900000,500ml
987,[HSD 01/2025] Nước Hoa Nữ Marc Jacobs Daisy Intense EDP,Daisy Intense Eau De Parfum,1015000,30%,1450000,20ml
988,[Mini] Nước Hoa Nữ Burberry Her Blossom EDT 1.,,340000,1%,345000,25ml
989,Nước Hoa Nữ Lancôme La Vie Est Belle Bản Giới Hạn OUI,La Vie Est Belle Oui L'eau De Parfum D'exception,11195000,17%,13500000,250ml
990,Nước Hoa Nữ Chloé Eau De Parfum,,14215000,34%,21450000,375ml
991,[HSD 02/2025] Nước Hoa Nữ Laura Anne Mystic For Her (Xám),Eau de Parfum,780000,0%,780000,250ml
992,Nước Hoa Nam Mr.Burberry Indigo EDT,Indigo For Men EDT Spray,7545000,31%,10900000,250ml
993,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Stop & Stare,,220000,44%,395000,175ml
994,[HSD 07/2024] Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,220000,44%,395000,175ml
995,Nước Hoa Nam Calvin Klein Free Eau De Toilette,Free EDT Spray,4915000,48%,9400000,250ml
996,Nước Hoa Nam Versace Eros EDP,Eros Eau De Parfum Natural Spray,9650000,30%,13805000,500ml
997,Nước Hoa Nữ Versace Bright Crystal EDT,Bright Crystal Eau De Toilette,7440000,46%,13800000,450ml
998,Nước Hoa Nam Gota Bouncy Eau de Parfum,Bouncy Perfume For Men Eau de Parfum,740000,50%,1480000,250ml
999,Nước Hoa Nữ Salvatore Ferragamo Signorina Ribelle EDP,,9000000,44%,16115000,500ml
1000,Xịt Thơm Toàn Thân Kiss My Body Adore You,Perfume Mist,840000,1%,845000,440ml
1001,[HSD 07/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream,Fragrance Mist Hair And Body #Magic Dream,225000,55%,495000,250ml
1002,Xịt Nước Hoa Hằng Ngày X-Men Hương Tươi Mát,Everyday Perfume Mann Up Air,495000,6%,525000,250ml
1003,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP,Eau De Parfum,13050000,10%,14500000,250ml
1004,Nước Hoa Nữ Versace Pour Femme Dylan Blue EDP,Pour Femme Dylan Blue Eau De Parfum Spray,10760000,35%,16555000,500ml
1005,[HSD 07/2024] Nước Hoa Nữ Trussardi Sound Of Donna EDP,Sound Of Donna Eau De Parfum Spray,3630000,70%,12100000,500ml
1006,Nước Hoa Vùng Kín Nam Loli & The Wolf Dark Monster,Hương Gỗ Tuyết Tùng Nam Tính Cuốn Hút,1240000,17%,1500000,50ml
1007,Xịt Thơm Toàn Thân Kiss My Body Sweet Poison,Perfume Mist,840000,1%,845000,440ml
1008,Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,530000,32%,780000,525ml
1009,[HSD 12/2024] Xịt Thơm Toàn Thân Malissa Kiss Hương Happy Sundae,Perfume Mist,385000,54%,845000,440ml
1010,[HSD 11/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Floral Blush,Fragrance Mist Hair And Body #Floral Blush,220000,56%,495000,250ml
1011,[HSD 01/2025] Xịt Thơm Toàn Thân Malissa Kiss Hương Cozy Beach,Perfume Mist,385000,54%,845000,440ml
1012,[HSD 10/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Love Bloom,Fragrance Mist Hair And Body #Love Bloom,395000,20%,495000,250ml
1013,Nước Hoa Nữ Marc Jacobs Daisy EDT,Daisy Eau De Toilette,11245000,37%,17850000,500ml
1014,Xịt Thơm Toàn Thân Kiss My Body Hottie,Perfume Mist,840000,1%,845000,440ml
